yr,season,cat_no,cat_type,PM,TOG,NOx,SOx,CO,CO2,CH4,N2O,HFC,BCO2
2001,Annual,1469,Area,0,0.028,0,0,0,0,0,0,0,0
2001,Annual,1470,Area,0,0.005,0,0,0,0,0,0,0,0
2001,Annual,1471,Area,0,0.189,0,0,0,0,0,0,0,0
2001,Annual,1472,Area,0,0.021,0,0,0,0,0,0,0,0
2001,Annual,1473,Area,0,0.813,0,0,0,0,0,0,0,0
2001,Annual,1474,Area,0,0.102,0,0,0,0,0,0,0,0
2001,Annual,1475,Area,0,0.122,0,0,0,0,0,0,0,0
2001,Annual,1477,Area,0,0.025,0,0,0,0,0,0,0,0
2001,Annual,1478,Area,0,0.005,0,0,0,0,0,0,0,0
2001,Annual,1479,Area,0,2.532,0,0,0,0,0,0,0,0
2001,Annual,1480,Area,0,1.691,0,0,0,0,0,0,0,0
2001,Annual,1481,Area,0,0.583,0,0,0,0,0,0,0,0
2001,Annual,1482,Area,0,0.026,0,0,0,0,0,0,0,0
2001,Annual,1483,Area,0,0.152,0,0,0,0,0,0,0,0
2001,Annual,1484,Area,0,0.232,0,0,0,0,0,0,0,0
2001,Annual,1485,Area,0,0.467,0,0,0,0,0,0,0,0
2001,Annual,1486,Area,0,0.148,0,0,0,0,0,0,0,0
2001,Annual,1487,Area,0,0.007,0,0,0,0,0,0,0,0
2001,Annual,1488,Area,0,1.701,0,0,0,0,0,0,0,0
2001,Annual,1489,Area,0,0.027,0,0,0,0,0,0,0,0
2001,Annual,1490,Area,0,2.855,0,0,0,0,0,0,0,0
2001,Annual,1491,Area,0,3.808,0,0,0,0,0,0,0,0
2001,Annual,1492,Area,0,0.121,0,0,0,0,0,0,0,0
2001,Annual,1493,Area,0,0.018,0,0,0,0,0,0,0,0
2001,Annual,1494,Area,0,1.083,0,0,0,0,0,0,0,0
2001,Annual,1495,Area,0,0.02,0,0,0,0,0,0,0,0
2001,Annual,1496,Area,0,0.011,0,0,0,0,0,0,0,0
2001,Annual,1497,Area,0,0.831,0,0,0,0,0,0,0,0
2001,Annual,1498,Area,0,0.025,0,0,0,0,0,0,0,0
2001,Annual,1499,Area,0,0.059,0,0,0,0,0,0,0,0
2001,Annual,1500,Area,0,0.97,0,0,0,0,0,0,0,0
2001,Annual,1501,Area,0,0.037,0,0,0,0,0,0,0,0
2001,Annual,1502,Area,0,0.196,0,0,0,0,0,0,0,0
2001,Annual,1503,Area,0,0.448,0,0,0,0,0,0,0,0
2001,Annual,1504,Area,0,1.005,0,0,0,0,0,0,0,0
2001,Annual,1505,Area,0,0.037,0,0,0,0,0,0,0,0
2001,Annual,1506,Area,0,0.381,0,0,0,0,0,0,0,0
2001,Annual,1507,Area,0,0.062,0,0,0,0,0,0,0,0
2001,Annual,1508,Area,0,0.5,0,0,0,0,0,0,0,0
2001,Annual,1509,Area,0,0.014,0,0,0,0,0,0,0,0
2001,Annual,1510,Area,0,0.079,0,0,0,0,0,0,0,0
2001,Annual,1511,Area,0,0.065,0,0,0,0,0,0,0,0
2001,Annual,1512,Area,0,0.144,0,0,0,0,0,0,0,0
2001,Annual,1513,Area,0,0.016,0,0,0,0,0,0,0,0
2001,Annual,1514,Area,0,0.041,0,0,0,0,0,0,0,0
2001,Annual,1515,Area,0,0.116,0,0,0,0,0,0,0,0
2001,Annual,1516,Area,0,0.824,0,0,0,0,0,0,0,0
2001,Annual,1517,Area,0,0.032,0,0,0,0,0,0,0,0
2001,Annual,1518,Area,0,1.817,0,0,0,0,0,0,0,0
2001,Annual,1519,Area,0,0.056,0,0,0,0,0,0,0,0
2001,Annual,1520,Area,0,0.449,0,0,0,0,0,0,0,0
2001,Annual,1521,Area,0,0.045,0,0,0,0,0,0,0,0
2001,Annual,1522,Area,0,0.714,0,0,0,0,0,0,0,0
2001,Annual,1523,Area,0,0.098,0,0,0,0,0,0,0,0
2001,Annual,1524,Area,0,0.091,0,0,0,0,0,0,0,0
2001,Annual,1525,Area,0,0.009,0,0,0,0,0,0,0,0
2001,Annual,1526,Area,0,0.102,0,0,0,0,0,0,0,0
2001,Annual,1527,Area,0,0.099,0,0,0,0,0,0,0,0
2001,Annual,1528,Area,0,0.036,0,0,0,0,0,0,0,0
2001,Annual,1529,Area,0,0.233,0,0,0,0,0,0,0,0
2001,Annual,1530,Area,0,0.036,0,0,0,0,0,0,0,0
2001,Annual,1531,Area,0,0.136,0,0,0,0,0,0,0,0
2001,Annual,1532,Area,0,0.093,0,0,0,0,0,0,0,0
2001,Annual,1533,Area,0,0.036,0,0,0,0,0,0,0,0
2001,Annual,1534,Area,0,0.274,0,0,0,0,0,0,0,0
2001,Annual,1535,Area,0,0.014,0,0,0,0,0,0,0,0
2001,Annual,1536,Area,0,0.149,0,0,0,0,0,0,0,0
2001,Annual,1537,Area,0,0.426,0,0,0,0,0,0,0,0
2001,Annual,1538,Area,0,0.036,0,0,0,0,0,0,0,0
2001,Annual,1539,Area,0,0.026,0,0,0,0,0,0,0,0
2001,Annual,1540,Area,0,1.02,0,0,0,0,0,0,0,0
2001,Annual,1541,Area,0,0.179,0,0,0,0,0,0,0,0
2001,Annual,1542,Area,0,0.306,0,0,0,0,0,0,0,0
2001,Annual,1543,Area,0,0.135,0,0,0,0,0,0,0,0
2001,Annual,1544,Area,0,0.1,0,0,0,0,0,0,0,0
2001,Annual,1545,Area,0,0.939,0,0,0,0,0,0,0,0
2001,Annual,1546,Area,0,0.005,0,0,0,0,0,0,0,0
2001,Annual,1547,Area,0,0.109,0,0,0,0,0,0,0,0
2001,Annual,1548,Area,0,0.24,0,0,0,0,0,0,0,0
2001,Annual,1549,Area,0,0.821,0,0,0,0,0,0,0,0
2001,Annual,1550,Area,0,0.128,0,0,0,0,0,0,0,0
2001,Annual,1551,Area,0,0.722,0,0,0,0,0,0,0,0
2001,Annual,1552,Area,0,1.232,0,0,0,0,0,0,0,0
2001,Annual,1553,Area,0,0.184,0,0,0,0,0,0,0,0
2001,Annual,1554,Area,0,0.137,0,0,0,0,0,0,0,0
2001,Annual,1555,Area,0,0.201,0,0,0,0,0,0,0,0
2001,Annual,1556,Area,0,0.092,0,0,0,0,0,0,0,0
2001,Annual,1557,Area,0,1.141,0,0,0,0,0,0,0,0
2001,Annual,1558,Area,0,0.04,0,0,0,0,0,0,0,0
2001,Annual,1559,Area,0,3.982,0,0,0,0,0,0,0,0
2001,Annual,1560,Area,0,0.138,0,0,0,0,0,0,0,0
2001,Annual,1561,Area,0,0.127,0,0,0,0,0,0,0,0
2001,Annual,1562,Area,0,0.124,0,0,0,0,0,0,0,0
2001,Annual,1563,Area,0,0.12,0,0,0,0,0,0,0,0
2001,Annual,1564,Area,0,0.021,0,0,0,0,0,0,0,0
2001,Annual,1565,Area,0,0.635,0,0,0,0,0,0,0,0
2001,Annual,1566,Area,0,2.204,0,0,0,0,0,0,0,0
2001,Annual,1567,Area,0,0.078,0,0,0,0,0,0,0,0
2001,Annual,1568,Area,0,0.209,0,0,0,0,0,0,0,0
2001,Annual,1569,Area,0,0.017,0,0,0,0,0,0,0,0
2001,Annual,1570,Area,0,0.193,0,0,0,0,0,0,0,0
2001,Annual,1571,Area,0,1.027,0,0,0,0,0,0,0,0
2001,Annual,1572,Area,0,0.308,0,0,0,0,0,0,0,0
2001,Annual,1573,Area,0,0.615,0,0,0,0,0,0,0,0
2001,Annual,1574,Area,0,5.094,0,0,0,0,0,0,0,0
2001,Annual,1575,Area,0,0.02,0,0,0,0,0.004,0,0,0
2001,Annual,1576,Area,0,0.071,0,0,0,0,0.057,0,0,0
2001,Annual,1577,Area,0,0.001,0,0,0,0,0,0,0,0
2001,Annual,1578,Area,0.02,0.06,0.394,0,0.148,102.51,0.0054,0,0,0
2001,Annual,1579,Area,0.046,0.037,0.045,0.015,0.11,0,0.0253,0,0,34.27
2001,Annual,1580,Area,0.124,0.128,0.041,0.012,1.165,0,0.0464,0.0024,0,0.21
2001,Annual,1590,Area,0.779,1.128,3.266,0.062,3.92,11941.52,0.2289,0.2189,0,0
2001,Annual,1591,Area,0.638,0.923,2.672,0.05,3.207,10516.19,0.2016,0.1928,0,0
2001,Annual,1597,Area,0,0,0,0,0,7555.96,0.3615,0.3192,0,0
2001,Annual,1598,Area,0.05,0.07,0.8,0,0.4,0,0,0,0,0
2001,Annual,1600,Area,0,2.348,0,0,0,0,0,0,0,0
2001,Annual,1601,Area,0,0.095,0,0,0,0,0,0,0,0
2001,Annual,1602,Area,0,0.532,0,0,0,0,0,0,0,0
2001,Annual,1618,Area,0,1.506,0,0,0,0,0,0,0,0
2001,Annual,1619,Area,1.069,13.761,0,0,0,0,63.1229,0.0434,0,0
2001,Annual,1620,Area,1.804,23.216,0,0,0,0,29.4011,0.6623,0,0
2001,Annual,1621,Area,5.048,9.747,0,0,0,0,0.8122,0.005,0,0
2001,Annual,1622,Area,3.764,1.452,0,0,0,0,0.121,0.0008,0,0
2001,Annual,1623,Area,2.426,0.468,0,0,0,0,0.039,0.0012,0,0
2001,Annual,1624,Area,0.032,0.151,0,0,0,0,0.2024,0.0002,0,0
2001,Annual,1625,Area,0.918,0.886,0,0,0,0,1.7147,0.0011,0,0
2001,Annual,1626,Area,0.209,2.688,0,0,0,0,1.0395,0.0846,0,0
2001,Annual,1627,Area,0.039,0.038,0,0,0,0,0.0445,0.0157,0,0
2001,Annual,1629,Area,0,0.062,0,0,0,0,0,0,0,0
2001,Annual,1630,Area,0,0.006,0,0,0,0,0,0,0,0
2001,Annual,1631,Area,0,0.578,0,0,0,0,0,0,0,0
2001,Annual,1632,Area,0,0.34,0,0,0,0,0,0,0,0
2001,Annual,1633,Area,0,0.282,0,0,0,0,0,0,0,0
2001,Annual,1635,Area,0,0.008,0,0,0,0,0,0,0,0
2001,Annual,1636,Area,0,0.04,0,0,0,0,0,0,0,0
2001,Annual,1637,Area,0,0.008,0,0,0,0,0,0,0,0
2001,Annual,1638,Area,0,0.039,0,0,0,0,0,0,0,0
2001,Annual,1639,Area,0,0.065,0,0,0,0,0,0,0,0
2001,Annual,1646,Area,0.518,1.675,8.414,0.06,3.885,560.33,0.126,0,0,0
2001,Annual,1647,Area,0.205,5.073,1.17,0.006,113.268,147.01,0.246,0.158,0,0
2001,Annual,1648,Area,0.11,9.481,0.189,0.003,22.559,42.69,0.529,0.067,0,0
2001,Annual,1649,Area,0,5.364,0,0,0,0,0,0,0,0
2001,Annual,1650,Area,0,1.944,0,0,0,0,0,0,0,0
2001,Annual,1651,Area,0.087,0.258,1.409,0.014,0.839,115.77,0.019,0,0,0
2001,Annual,1652,Area,0.003,0.254,0.045,0,5.16,5.83,0.012,0.005,0,0
2001,Annual,1653,Area,0,0.02,0,0,0,0,0,0,0,0
2001,Annual,1654,Area,0.295,1.224,2.442,0.017,2.886,179.18,0.2,0,0,0
2001,Annual,1655,Area,0.008,0.199,0.15,0,4.641,11.2,0.009,0.007,0,0
2001,Annual,1656,Area,0,0.167,0,0,0,0,0,0,0,0
2001,Annual,1657,Area,0.183,1.105,0.496,0.001,23.093,44.49,0.054,0.027,0,0
2001,Annual,1658,Area,0.002,0.013,0.001,0,0.183,0.26,0.0007,0.0007,0,0
2001,Annual,1659,Area,0,0.436,0,0,0,0,0,0,0,0
2001,Annual,1660,Area,0,0.018,0,0,0,0,0,0,0,0
2001,Annual,1661,Area,0.925,2.041,17.423,0.075,9.796,1083.12,0.23,0,0,0
2001,Annual,1662,Area,0.031,2.278,5.011,0.004,32.986,308.37,0.11,0.156,0,0
2001,Annual,1663,Area,0,0.001,0,0,0.031,0.05,0,0,0,0
2001,Annual,1664,Area,0,0.278,0,0,0,0,0,0,0,0
2001,Annual,1665,Area,0,0.001,0,0,0,0,0,0,0,0
2001,Annual,1666,Area,0.206,0.473,3.035,0.01,1.558,197.03,0.039,0,0,0
2001,Annual,1667,Area,0.04,1.786,7.245,0,18.242,443.46,1.369,0,0,0
2001,Annual,1668,Area,0.248,4.628,1.88,0.005,95.251,175.31,0.225,0.104,0,0
2001,Annual,1669,Area,0.018,0.457,0.011,0,1.849,2.21,0.025,0.002,0,0
2001,Annual,1670,Area,0,1.485,0,0,0,0,0,0,0,0
2001,Annual,1671,Area,0,0.097,0,0,0,0,0,0,0,0
2001,Annual,1672,Area,0.433,1.364,6.364,0.043,3.178,403.65,0.102,0,0,0
2001,Annual,1673,Area,0.004,0.142,0.657,0,1.63,44.79,0.109,0,0,0
2001,Annual,1674,Area,0.006,0.014,0.157,0.001,0.105,4.24,0,0,0,0
2001,Annual,1675,Area,0.008,0.025,0.189,0.001,0.079,13.03,0.002,0,0,0
2001,Annual,1676,Area,0.03,2.656,2.332,0.016,62.903,317.99,0.13,0.076,0,0
2001,Annual,1677,Area,1.027,14.389,0.433,0.006,23.761,105.08,0.803,0.025,0,0
2001,Annual,1678,Area,0,2.967,0,0,0,0,0,0,0,0
2001,Annual,1679,Area,0,1.784,0,0,0,0,0,0,0,0
2001,Annual,1680,Area,0.004,0.056,0.16,0.004,0.071,8.57,0.004,0,0,0
2001,Annual,1681,Area,0.031,0.148,1.624,0.006,0.266,66.79,0.0037,0.0268,0,0
2001,Annual,1688,Area,0,0,0,0,0,0,0,2.7615,0,0
2001,Annual,1689,Area,0.002,0.005,0.001,0,0.153,17.9,0.0266,0.0004,0,0
2001,Annual,1690,Area,0,0.011,0,0,0,0,0,0,0,0
2001,Annual,1691,Area,0,0.094,0,0,0,0,0,0,0,0
2001,Annual,1692,Area,0,0.481,0,0,0,0,0,0,0,0
2001,Annual,1693,Area,0,0.053,0,0,0,0,0,0,0,0
2001,Annual,1694,Area,0,0.001,0,0,0,0,0,0,0,0
2001,Annual,1695,Area,0,0.026,0,0,0,0,0,0,0,0
2001,Annual,1696,Area,0,0.035,0,0,0,0,0,0,0,0
2001,Annual,1697,Area,0,0.01,0,0,0,0,0,0,0,0
2001,Annual,1698,Area,0,0.045,0,0,0,0,0,0,0,0
2001,Annual,1699,Area,0,0.366,0,0,0,0,0,0,0,0
2001,Annual,1700,Area,0,0.066,0,0,0,0,0,0,0,0
2001,Annual,1701,Area,0,0.09,0,0,0,0,0,0,0,0
2001,Annual,1702,Area,0,0.022,0,0,0,0,0,0,0,0
2001,Annual,1703,Area,0,0.083,0,0,0,0,0,0,0,0
2001,Annual,1704,Area,0,0.031,0,0,0,0,0,0,0,0
2001,Annual,1705,Area,0,0.312,0,0,0,0,0,0,0,0
2001,Annual,1706,Area,0,0.197,0,0,0,0,0,0,0,0
2001,Annual,1707,Area,0,0.228,0,0,0,0,0,0,0,0
2001,Annual,1708,Area,0,0.1,0,0,0,0,0,0,0,0
2001,Annual,1710,Area,0.091,0.093,0,0,0,42.95,0,0,0,0
2001,Annual,1711,Area,0.61,0.1,0,0,0,81.71,0,0,0,0
2001,Annual,1722,Area,0.075,0.247,3.567,0.001,0.319,0,0,0,0,0
2001,Annual,1746,Area,0,0,0,0,0,21.92,0,0,0,0
2001,Annual,1751,Area,0,0,0,0,0,0,0,0,0.0002,0
2001,Annual,1752,Area,0,0.09,0,0,0,0,0,0,0.0901,0
2001,Annual,1753,Area,0,2.216,0,0,0,0,0,0,2.2164,0
2001,Annual,1754,Area,0,0.092,0,0,0,0,0,0,0.0921,0
2001,Annual,1756,Area,0,0.004,0,0,0,0,0,0,0.0044,0
2001,Annual,1757,Area,0,0.007,0,0,0,0,0,0,0.0074,0
2001,Annual,1758,Area,0,0.817,0,0,0,0,0,0,0.8174,0
2001,Annual,1759,Area,13.351,0,0,0,0,0,0,0,0,0
2001,Annual,1760,Area,16.181,0,0,0,0,0,0,0,0,0
2001,Annual,1761,Area,3.274,0,0,0,0,0,0,0,0,0
2001,Annual,1762,Area,22.462,0,0,0,0,0,0,0,0,0
2001,Annual,1763,Area,0.001,0.28,0.001,0.001,0.12,0.31,0.003,0,0,0
2001,Annual,1764,Area,0,0.123,0.001,0.001,0.089,0.26,0.001,0.001,0,0
2001,Annual,1765,Area,0.002,0.095,0.002,0,0.446,0.05,0.003,0,0,0
2001,Annual,1766,Area,0.04,1.305,0.06,0.001,7.436,9.61,0.064,0.008,0,0
2001,Annual,1767,Area,0.002,0.196,0.038,0,3.921,5.38,0.005,0.005,0,0
2001,Annual,1768,Area,0,0.016,0,0,0,0,0,0,0,0
2001,Annual,1769,Area,0,0,0.001,0,0,0.1,0,0,0,0
2001,Annual,1770,Area,0.003,0.011,0.099,0.002,0.052,6.03,0.0006,0.0002,0,0
2001,Annual,1771,Area,0.011,0.03,0.237,0.002,0.113,16.43,0.0017,0.0005,0,0
2001,Annual,1772,Area,0.366,0.6,8.403,0.085,2.331,324.64,0.0338,0.0168,0,0
2001,Annual,1773,Area,0.002,0.005,0.025,0,0.014,2.55,0.0003,0.0001,0,0
2001,Annual,1774,Area,0.021,0.041,0.506,0.004,0.171,22.04,0.0023,0.001,0,0
2001,Annual,1775,Area,0.005,0.014,0.106,0,0.049,7.59,0.0008,0.0002,0,0
2001,Annual,1776,Area,0.023,0.038,0.543,0.004,0.142,20.38,0.0021,0.0011,0,0
2001,Annual,1777,Area,0.001,0.003,0.018,0,0.01,1.82,0.0002,0,0,0
2001,Annual,1778,Area,0.028,0.048,0.633,0.004,0.17,25.78,0.0027,0.0013,0,0
2001,Annual,1779,Area,0,0,0,0,0,0,0,0,0,0
2001,Annual,1780,Area,0.002,0.004,0.046,0,0.014,2.03,0.0002,0.0001,0,0
2001,Annual,1781,Area,0.002,0.005,0.032,0,0.018,2.49,0.0003,0.0001,0,0
2001,Annual,1782,Area,0.036,0.061,0.901,0.007,0.258,32.8,0.0034,0.0018,0,0
2001,Annual,1783,Area,0.007,0.018,0.144,0.002,0.068,9.51,0.001,0.0003,0,0
2001,Annual,1784,Area,0.211,0.361,5.168,0.05,1.541,195.4,0.0204,0.0103,0,0
2001,Annual,1785,Area,0.024,0.039,0.543,0.007,0.155,21,0.0022,0.0011,0,0
2001,Annual,1786,Area,0.006,0.011,0.149,0,0.05,5.87,0.0006,0.0003,0,0
2001,Annual,1888,Area,0,1.431,0,0,0,0,0,0,0,0
2001,Annual,1889,Area,0,0.096,0,0,0,0,0,0,0,0
2001,Annual,1890,Area,0,3.005,0,0,0,0,0,0,0,0
2001,Annual,1891,Area,0,0.057,0,0,0,0,0,0,0.0565,0
2001,Annual,1897,Area,0,0.466,0,0,0,0,0,0,0,0
2001,Annual,1898,Area,0,2.655,0,0,0,0,0,0,0,0
2001,Annual,1899,Area,0,0.299,0,0,0,0,0,0,0,0
2001,Annual,1900,Area,0,0.572,0,0,0,0,0,0,0,0
2001,Annual,1901,Area,0,5.741,0,0,0,0,0,0,0,0
2001,Annual,1902,Area,0,0.255,0,0,0,0,0,0,0,0
2001,Annual,1903,Area,0,0.178,0,0,0,0,0,0,0,0
2001,Annual,1904,Area,0,0.39,0,0,0,0,0,0,0,13.05
2001,Annual,1905,Area,0,0.003,0,0,0,0,0,0,0,0
2001,Annual,1906,Area,0,1.153,0,0,0,0,0,0,0,0
2001,Annual,1907,Area,0.087,0,0,0,0,0,0,0,0,0
2001,Annual,1908,Area,2.114,0,0,0,0,0,0,0,0,0
2001,Annual,1909,Area,0.842,0,0,0,0,0,0,0,0,0
2001,Annual,1910,Area,0,0.198,0,0,0,0,0,0,0,0
2001,Annual,1911,Area,0,2.147,0,0,0,0,1.0906,1.815,0,0
2001,Annual,1912,Area,0,0.07,0,0,0,0,0,0,0,0
2001,Annual,1913,Area,0,0.014,0,0,0,0,0,0,0,0
2001,Annual,1914,Area,0,0.39,0,0,0,0,0,0,0,0
2001,Annual,1915,Area,0,0.067,0,0,0,0,0,0,0,0
2001,Annual,1916,Area,0,0.005,0,0,0,0,0,0,0,0
2001,Annual,1917,Area,0,0,0,0,0,0,0,0,0,0
2001,Annual,1918,Area,0,0.056,0,0,0,0,0,0,0,0
2001,Annual,1919,Area,0,0.001,0,0,0,0,0,0,0,0
2001,Annual,1920,Area,0,0.674,0,0,0,0,0,0,0,0
2001,Annual,1921,Area,0,0.183,0,0,0,0,0,0,0,0
2001,Annual,1922,Area,0,0.154,0,0,0,0,0,0,0,0
2001,Annual,1923,Area,0,0.031,0,0,0,0,0,0,0,0
2001,Annual,1924,Area,0,0.991,0,0,0,0,0,0,0,0
2001,Annual,1925,Area,0,0.1,0,0,0,0,0,0,0,0
2001,Annual,1926,Area,0,0.12,0,0,0,0,0,0,0,0
2001,Annual,1927,Area,0,0.037,0,0,0,0,0,0,0,0
2001,Annual,1928,Area,0,2.468,0,0,0,0,0,0,0,0
2001,Annual,1929,Area,0,1.255,0,0,0,0,0,0,0,0
2001,Annual,1930,Area,0,0.115,0,0,0,0,0,0,0,0
2001,Annual,1931,Area,0,0.03,0,0,0,0,0,0,0,0
2001,Annual,1932,Area,0,0.244,0,0,0,0,0,0,0,0
2001,Annual,1933,Area,0,0.139,0,0,0,0,0,0,0,0
2001,Annual,1934,Area,0,3.104,0,0,0,0,0,0,0,0
2001,Annual,1935,Area,0,5.559,0,0,0,0,0,0,0,0
2001,Annual,1936,Area,0,0.78,0,0,0,0,0.1022,0.286,0,0
2001,Annual,2043,Area,0,0.001,0.011,0.002,0.001,0.51,0.0001,0,0,0
2001,Annual,2045,Area,0,0,0.009,0.002,0.001,0.42,0,0,0,0
2001,Annual,2047,Area,0,0,0.002,0,0,0.09,0,0,0,0
2001,Annual,2053,Area,0.001,0.002,0.038,0.007,0.003,1.76,0.0002,0.0001,0,0
2001,Annual,2057,Area,0,0,0.001,0.001,0,0.05,0,0,0,0
2001,Annual,2058,Area,0,0,0,0.001,0,0,0,0,0,0
2001,Annual,2059,Area,0.003,0.001,0.028,0.023,0.002,1.3,0.0001,0.0001,0,0
2001,Annual,2060,Area,0.001,0,0.003,0.023,0,0.14,0,0,0,0
2001,Annual,2061,Area,0.003,0.001,0.022,0.019,0.002,1.02,0.0001,0,0,0
2001,Annual,2062,Area,0.001,0,0.002,0.018,0,0.09,0,0,0,0
2001,Annual,2063,Area,0,0,0.004,0.003,0,0.19,0,0,0,0
2001,Annual,2064,Area,0,0,0,0.001,0,0,0,0,0,0
2001,Annual,2065,Area,0,0,0.001,0.001,0,0.05,0,0,0,0
2001,Annual,2067,Area,0.012,0.004,0.095,0.084,0.008,4.4,0.0005,0.0002,0,0
2001,Annual,2068,Area,0.024,0.004,0.06,0.471,0.006,2.78,0.0003,0.0001,0,0
2001,Annual,2071,Area,0,0,0.001,0,0,0.05,0,0,0,0
2001,Annual,2073,Area,0,0,0.009,0.001,0.001,0.42,0,0,0,0
2001,Annual,2075,Area,0.002,0.003,0.07,0.011,0.006,3.24,0.0004,0.0001,0,0
2001,Annual,2077,Area,0.013,0.022,0.453,0.074,0.039,20.96,0.0023,0.0009,0,0
2001,Annual,2079,Area,0,0,0.008,0.001,0.001,0.37,0,0,0,0
2001,Annual,2081,Area,0,0.001,0.012,0.002,0.001,0.56,0.0001,0,0,0
2001,Annual,2083,Area,0,0.001,0.015,0.002,0.001,0.69,0.0001,0,0,0
2001,Annual,2085,Area,0.006,0.01,0.202,0.033,0.017,9.35,0.001,0.0004,0,0
2001,Annual,2087,Area,0,0,0.002,0,0,0.09,0,0,0,0
2001,Annual,2089,Area,0.003,0.001,0.023,0.018,0.002,1.06,0.0001,0,0,0
2001,Annual,2090,Area,0.001,0,0.004,0.027,0,0.19,0,0,0,0
2001,Annual,2091,Area,0.02,0.007,0.181,0.142,0.014,8.38,0.0009,0.0004,0,0
2001,Annual,2092,Area,0.006,0.001,0.015,0.12,0.002,0.69,0.0001,0,0,0
2001,Annual,2093,Area,0.135,0.044,1.147,0.959,0.095,53.08,0.0059,0.0024,0,0
2001,Annual,2094,Area,0.039,0.006,0.097,0.761,0.009,4.49,0.0005,0.0002,0,0
2001,Annual,2095,Area,0.002,0.001,0.02,0.015,0.002,0.93,0.0001,0,0,0
2001,Annual,2096,Area,0,0,0.001,0.007,0,0.05,0,0,0,0
2001,Annual,2097,Area,0.016,0.005,0.143,0.115,0.011,6.62,0.0007,0.0003,0,0
2001,Annual,2098,Area,0.001,0,0.003,0.026,0,0.14,0,0,0,0
2001,Annual,2099,Area,0.004,0.001,0.038,0.029,0.003,1.76,0.0002,0.0001,0,0
2001,Annual,2100,Area,0,0,0.001,0.007,0,0.05,0,0,0,0
2001,Annual,2101,Area,0.06,0.02,0.511,0.428,0.042,23.65,0.0026,0.0011,0,0
2001,Annual,2102,Area,0.165,0.026,0.417,3.273,0.04,19.3,0.0021,0.0009,0,0
2001,Annual,2103,Area,0.001,0,0.005,0.004,0,0.23,0,0,0,0
2001,Annual,2104,Area,0,0,0,0.003,0,0,0,0,0,0
2001,Annual,2105,Area,0,0,0.001,0,0,0.05,0,0,0,0
2001,Annual,2108,Area,0,0,0.007,0.001,0.001,0.32,0,0,0,0
2001,Annual,2111,Area,0.004,0.007,0.135,0.022,0.012,6.25,0.0007,0.0003,0,0
2001,Annual,2114,Area,0,0,0.001,0,0,0.05,0,0,0,0
2001,Annual,2117,Area,0,0,0.004,0.001,0,0.19,0,0,0,0
2001,Annual,2120,Area,0,0,0.001,0,0,0.05,0,0,0,0
2001,Annual,2123,Area,0,0,0.01,0.002,0.001,0.46,0.0001,0,0,0
2001,Annual,2129,Area,0,0,0.003,0.002,0,0.14,0,0,0,0
2001,Annual,2130,Area,0.001,0.001,0.006,0.002,0.001,0.28,0,0,0,0
2001,Annual,2131,Area,0,0,0,0.002,0,0,0,0,0,0
2001,Annual,2132,Area,0.002,0.001,0.018,0.014,0.001,0.83,0.0001,0,0,0
2001,Annual,2133,Area,0.004,0.005,0.034,0.012,0.004,1.57,0.0002,0.0001,0,0
2001,Annual,2134,Area,0,0,0,0.003,0,0,0,0,0,0
2001,Annual,2135,Area,0.041,0.013,0.341,0.289,0.029,15.78,0.0017,0.0007,0,0
2001,Annual,2136,Area,0.083,0.112,0.675,0.175,0.089,31.24,0.0034,0.0014,0,0
2001,Annual,2137,Area,0.005,0.001,0.012,0.093,0.001,0.56,0.0001,0,0,0
2001,Annual,2138,Area,0,0,0.003,0.002,0,0.14,0,0,0,0
2001,Annual,2139,Area,0.001,0.001,0.004,0.002,0.001,0.19,0,0,0,0
2001,Annual,2140,Area,0,0,0,0.001,0,0,0,0,0,0
2001,Annual,2141,Area,0.006,0.002,0.051,0.041,0.004,2.36,0.0003,0.0001,0,0
2001,Annual,2143,Area,0,0,0,0.002,0,0,0,0,0,0
2001,Annual,2144,Area,0,0,0.004,0.003,0,0.19,0,0,0,0
2001,Annual,2145,Area,0.001,0.001,0.007,0.002,0.001,0.32,0,0,0,0
2001,Annual,2146,Area,0,0,0,0.001,0,0,0,0,0,0
2001,Annual,2147,Area,0.003,0.001,0.026,0.022,0.002,1.2,0.0001,0.0001,0,0
2001,Annual,2148,Area,0.007,0.01,0.066,0.023,0.008,3.05,0.0003,0.0001,0,0
2001,Annual,2149,Area,0.001,0,0.002,0.016,0,0.09,0,0,0,0
2001,Annual,2153,Area,0,0,0.001,0,0,0.05,0,0,0,0
2001,Annual,2155,Area,0,0.001,0.011,0.002,0.001,0.51,0.0001,0,0,0
2001,Annual,2157,Area,0.001,0.002,0.034,0.006,0.003,1.57,0.0002,0.0001,0,0
2001,Annual,2159,Area,0,0,0.002,0,0,0.09,0,0,0,0
2001,Annual,2161,Area,0,0,0.003,0.001,0,0.14,0,0,0,0
2001,Annual,2163,Area,0,0,0.001,0,0,0.05,0,0,0,0
2001,Annual,2165,Area,0.001,0.001,0.016,0.003,0.001,0.74,0.0001,0,0,0
2001,Annual,2169,Area,0,0,0.003,0.002,0,0.14,0,0,0,0
2001,Annual,2170,Area,0.006,0.003,0.069,0.041,0.005,3.19,0.0004,0.0001,0,0
2001,Annual,2171,Area,0.003,0.001,0.029,0.022,0.002,1.34,0.0001,0.0001,0,0
