yr,season,cat_no,cat_type,PM,TOG,NOx,SOx,CO,CO2,CH4,N2O,HFC,BCO2
1991,Annual,1709,Point,0.011,0.026,0,0,0,0,0,0,0,0
1991,Annual,1747,Point,0,0.001,0.344,0.096,0.192,65.72,0.0019,0.0004,0,0
1991,Annual,1748,Point,0.03,0.938,4.756,1.067,6.422,959.05,0.0613,0.0145,0,0
1991,Annual,1749,Point,0,0.001,0.08,0,0.004,27.25,0.0004,0.0001,0,0
1992,Annual,10,Point,1.14,0.78,0.31,25.47,0,0.07,0,0,0,0
1992,Annual,11,Point,0,6.59,0,0,0,1.16,0,0,0,0
1992,Annual,12,Point,0,0.26,0,0,0,0.06,0,0,0,0
1992,Annual,13,Point,0,1.55,0,0,0,0,0,0,0,0
1992,Annual,14,Point,0,0.01,0,0,0,0,0,0,0,0
1992,Annual,15,Point,0.09,15.69,2.26,12.97,0.81,4506.26,1.8219,0.0226,0,0
1992,Annual,16,Point,0.06,0.21,0.02,0.02,0.05,8316.54,0,0,0,0
1992,Annual,17,Point,0,12.22,0,0,0,0,0,0,0,0
1992,Annual,18,Point,0,3.09,0,0,0,4.81,0,0,0,0
1992,Annual,19,Point,0,1.19,0,0,0,0,0,0,0,0
1992,Annual,21,Point,0.007,0.025,0.058,1.062,0.042,0.17,0,0,0,0
1992,Annual,22,Point,0.083,0,0,1.154,0,0,0,0,0,0
1992,Annual,23,Point,0.048,0.603,0,0,0,0,0,0,0,0
1992,Annual,24,Point,0.001,0.011,0,0,0,0.01,0,0,0,0
1992,Annual,25,Point,0.002,0.035,0,0,0,0.01,0,0,0,0
1992,Annual,26,Point,0.996,0.534,1.633,4.445,26.342,343.71,0,0,0,0
1992,Annual,28,Point,0.008,0.38,0,0,0,1.29,0,0,0,0
1992,Annual,31,Point,0,0.003,0,0,0,0,0,0,0,0
1992,Annual,33,Point,1.2,0.182,0.012,0.019,0.14,0.97,0.0007,0.0021,0,146.23
1992,Annual,34,Point,1.885,0.142,0.006,0.003,0.01,0,0,0,0,0
1992,Annual,35,Point,0.029,0,0,0,0,0,0,0,0,0
1992,Annual,36,Point,0.567,0.116,0.274,0.024,0.361,1826.69,0,0,0,0
1992,Annual,38,Point,1.391,0.054,0.022,0.003,0.086,0,0,0,0,0
1992,Annual,39,Point,0.866,0,0,0,0,0,0,0,0,0
1992,Annual,40,Point,2.716,0.058,0.064,0.397,0.012,0.01,0,0,0,0
1992,Annual,41,Point,6.204,0.004,0,0,0,0,0,0,0,0
1992,Annual,42,Point,0.129,0,0,0,0,0,0,0,0,0
1992,Annual,43,Point,0.008,1.091,0,0,0,0,0,0,0.0004,0
1992,Annual,44,Point,0,0.042,0,0,0,0,0,0,0.0692,0
1992,Annual,45,Point,0,0.651,0,0,0,0,0,0,0,0
1992,Annual,46,Point,0,0.002,0,0,0,0,0,0,0,0
1992,Annual,47,Point,0.039,0.187,0,0,0,0.35,0,0,0.0276,0
1992,Annual,48,Point,0,0.003,0.017,0,0,0.04,0,0,0,0
1992,Annual,49,Point,0,0.076,0,0,0,0,0.0093,0,0,0
1992,Annual,50,Point,0.002,0.344,0,0,0,0,0,0,0,0
1992,Annual,53,Point,0.37,0.155,0,0,0,0.24,0,0,0,0
